id,name,latitude,longitude,district,address,dmrcaRegistrationNo,confidence,verificationStatus,verifiedAt,womenPrayer,parking,airConditioning,wudu,jummah,notes,sourceTypes,nsdiId,osmId,sourcesJson
nsdi-14017,,5.939290519000053,80.61350948300003,Matara,,,low,unverified,,,,,,,,nsdi,14017,,"[{""type"": ""nsdi"", ""id"": ""14017"", ""buildingId"": ""9100698"", ""originalName"": null, ""latitude"": 5.939290519000053, ""longitude"": 80.61350948300003, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14025,,5.94096346200007,80.56366372300005,Matara,,,low,unverified,,,,,,,,nsdi,14025,,"[{""type"": ""nsdi"", ""id"": ""14025"", ""buildingId"": ""9100673"", ""originalName"": ""Mosque"", ""latitude"": 5.94096346200007, ""longitude"": 80.56366372300005, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14031,,5.941893500000049,80.56365200000005,Matara,,,low,unverified,,,,,,,,nsdi,14031,,"[{""type"": ""nsdi"", ""id"": ""14031"", ""buildingId"": ""9100676"", ""originalName"": null, ""latitude"": 5.941893500000049, ""longitude"": 80.56365200000005, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14040,,5.943828722000035,80.55832527400008,Matara,,,low,unverified,,,,,,,,nsdi,14040,,"[{""type"": ""nsdi"", ""id"": ""14040"", ""buildingId"": ""9100691"", ""originalName"": ""Mosque"", ""latitude"": 5.943828722000035, ""longitude"": 80.55832527400008, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14054,Mohadeen Jumma Mosque,5.946284457000047,80.55238879200004,Matara,,,low,needs_review,,,,,,,"A low-confidence DMRCA candidate exists (registrationNo=R/0404/MR/15, name='MOHIDEEN JUMMA MOSQUE', score=87.5) — not linked, needs manual review.",nsdi,14054,,"[{""type"": ""nsdi"", ""id"": ""14054"", ""buildingId"": ""9100643"", ""originalName"": ""Mohadeen Jumma Mosque"", ""latitude"": 5.946284457000047, ""longitude"": 80.55238879200004, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14059,Hawulana Kamakana Mosque,5.947552427000062,80.54477473900005,Matara,,,low,unverified,,,,,,,,nsdi,14059,,"[{""type"": ""nsdi"", ""id"": ""14059"", ""buildingId"": ""9100609"", ""originalName"": ""Hawulana Kamakana Mosque"", ""latitude"": 5.947552427000062, ""longitude"": 80.54477473900005, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14061,Sindar Shake Madar Mosque,5.947822441000028,80.54239378600005,Matara,,,low,needs_review,,,,,,,"An ambiguous OSM candidate exists (way/497169972, name='Meerah Jumma Masjid', 148.0m away) — Nearest OSM mosque is 148m away, but its name ('Meerah Jumma Masjid') doesn't resemble the NSDI name ('Sindar Shake Madar Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review.",nsdi,14061,,"[{""type"": ""nsdi"", ""id"": ""14061"", ""buildingId"": ""9100588"", ""originalName"": ""Sindar Shake Madar Mosque"", ""latitude"": 5.947822441000028, ""longitude"": 80.54239378600005, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14149,Mohideen Jumma Musdeen Mosque,5.971547075000046,80.69638432500005,Matara,,,low,needs_review,,,,,,,"A low-confidence DMRCA candidate exists (registrationNo=R/0275/MR/06, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review.",nsdi,14149,,"[{""type"": ""nsdi"", ""id"": ""14149"", ""buildingId"": ""9100545"", ""originalName"": ""Mohideen Jumma Musdeen Mosque"", ""latitude"": 5.971547075000046, ""longitude"": 80.69638432500005, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14170,,5.977157359000046,80.42665338700004,Matara,,,low,unverified,,,,,,,,nsdi,14170,,"[{""type"": ""nsdi"", ""id"": ""14170"", ""buildingId"": ""9100400"", ""originalName"": """", ""latitude"": 5.977157359000046, ""longitude"": 80.42665338700004, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14179,,5.980065502000059,80.43080820400007,Matara,,,low,unverified,,,,,,,,nsdi,14179,,"[{""type"": ""nsdi"", ""id"": ""14179"", ""buildingId"": ""9100413"", ""originalName"": ""Mosque"", ""latitude"": 5.980065502000059, ""longitude"": 80.43080820400007, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14188,,5.983506114000022,80.43767216800006,Matara,,,low,unverified,,,,,,,,nsdi,14188,,"[{""type"": ""nsdi"", ""id"": ""14188"", ""buildingId"": ""9100351"", ""originalName"": null, ""latitude"": 5.983506114000022, ""longitude"": 80.43767216800006, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14192,,5.984319517000074,80.43329028300008,Matara,,,low,unverified,,,,,,,,nsdi,14192,,"[{""type"": ""nsdi"", ""id"": ""14192"", ""buildingId"": ""9100404"", ""originalName"": null, ""latitude"": 5.984319517000074, ""longitude"": 80.43329028300008, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14205,Kapuwatta Jumma Mosque,5.987207241000021,80.44521986600006,Matara,,,low,unverified,,,,,,,,nsdi,14205,,"[{""type"": ""nsdi"", ""id"": ""14205"", ""buildingId"": ""9100431"", ""originalName"": ""Kapuwatta Jumma Mosque"", ""latitude"": 5.987207241000021, ""longitude"": 80.44521986600006, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14212,Hasan Hsseiyan Mosque,5.989142697000034,80.44371525400004,Matara,,,low,needs_review,,,,,,,"A low-confidence DMRCA candidate exists (registrationNo=R/0488/MR/18, name='HASSAN HUSSAIN MOSQUE', score=78.6) — not linked, needs manual review.",nsdi,14212,,"[{""type"": ""nsdi"", ""id"": ""14212"", ""buildingId"": ""9100414"", ""originalName"": ""Hasan Hsseiyan Mosque"", ""latitude"": 5.989142697000034, ""longitude"": 80.44371525400004, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14216,Maduragoda Jumma Mosque,5.991980890000036,80.44589437400003,Matara,,,low,unverified,,,,,,,,nsdi,14216,,"[{""type"": ""nsdi"", ""id"": ""14216"", ""buildingId"": ""9100446"", ""originalName"": ""Maduragoda Jumma Mosque"", ""latitude"": 5.991980890000036, ""longitude"": 80.44589437400003, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14218,,5.992293663000055,80.43823477200004,Matara,,,low,unverified,,,,,,,,nsdi,14218,,"[{""type"": ""nsdi"", ""id"": ""14218"", ""buildingId"": ""9100423"", ""originalName"": ""Mosque"", ""latitude"": 5.992293663000055, ""longitude"": 80.43823477200004, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14237,KOLEDANDA JUMMA MOSQUE,5.998168705000069,80.44068522900005,Matara,WELIGAMA,R/0603/MR/25,high,needs_review,,,,,,,,"dmrca,nsdi",14237,,"[{""type"": ""nsdi"", ""id"": ""14237"", ""buildingId"": ""9100440"", ""originalName"": ""Koledanda Mohadeen Mosque"", ""latitude"": 5.998168705000069, ""longitude"": 80.44068522900005, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""dmrca"", ""id"": ""R/0603/MR/25"", ""originalName"": ""KOLEDANDA JUMMA MOSQUE"", ""address"": ""WELIGAMA"", ""city"": ""WELIGAMA"", ""district"": ""Matara"", ""mosqueType"": ""JM"", ""sourcePdf"": ""matara__MATARA-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/MATARA-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
nsdi-14252,Jumma  Mosque,6.001604844000042,80.44299944200003,Matara,,,low,unverified,,,,,,,,nsdi,14252,,"[{""type"": ""nsdi"", ""id"": ""14252"", ""buildingId"": ""9100402"", ""originalName"": ""Jumma  Mosque"", ""latitude"": 6.001604844000042, ""longitude"": 80.44299944200003, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14319,Mohideen Jumma Mosque,6.022305768000024,80.79548999300005,Hambantota,,,low,unverified,,,,,,,,nsdi,14319,,"[{""type"": ""nsdi"", ""id"": ""14319"", ""buildingId"": ""9201020"", ""originalName"": ""Mohideen Jumma Mosque"", ""latitude"": 6.022305768000024, ""longitude"": 80.79548999300005, ""district"": ""Hambantota"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14331,Zaviya Ummul Fuqarah,6.02472947900003,80.21763152800008,Galle,,,high,needs_review,,,,,,,,"nsdi,osm",14331,way/137089491,"[{""type"": ""nsdi"", ""id"": ""14331"", ""buildingId"": ""9000194"", ""originalName"": null, ""latitude"": 6.02472947900003, ""longitude"": 80.21763152800008, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/137089491"", ""osmLink"": ""https://www.openstreetmap.org/way/137089491"", ""originalName"": ""Zaviya Ummul Fuqarah"", ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.0245318, ""longitude"": 80.2175508, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14333,Zaviya Shazuliyyah,6.024909778000051,80.21847024100003,Galle,,,medium,needs_review,,,,,,,,"nsdi,osm",14333,way/137826453,"[{""type"": ""nsdi"", ""id"": ""14333"", ""buildingId"": ""9000193"", ""originalName"": null, ""latitude"": 6.024909778000051, ""longitude"": 80.21847024100003, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/137826453"", ""osmLink"": ""https://www.openstreetmap.org/way/137826453"", ""originalName"": ""Zaviya Shazuliyyah"", ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.0247811, ""longitude"": 80.2185314, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14364,,6.033557075000033,80.23889867200006,Galle,,,low,unverified,,,,,,,,nsdi,14364,,"[{""type"": ""nsdi"", ""id"": ""14364"", ""buildingId"": ""9000576"", ""originalName"": ""Mosque"", ""latitude"": 6.033557075000033, ""longitude"": 80.23889867200006, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14368,,6.034653998000067,80.23990006600008,Galle,,,low,unverified,,,,,,,,nsdi,14368,,"[{""type"": ""nsdi"", ""id"": ""14368"", ""buildingId"": ""9000644"", ""originalName"": ""Mosque"", ""latitude"": 6.034653998000067, ""longitude"": 80.23990006600008, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14372,,6.035365240000033,80.23886652900006,Galle,,,low,unverified,,,,,,,,nsdi,14372,,"[{""type"": ""nsdi"", ""id"": ""14372"", ""buildingId"": ""9000679"", ""originalName"": ""Mosque"", ""latitude"": 6.035365240000033, ""longitude"": 80.23886652900006, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14376,,6.036301586000036,80.24097125400004,Galle,,,low,unverified,,,,,,,,nsdi,14376,,"[{""type"": ""nsdi"", ""id"": ""14376"", ""buildingId"": ""9000564"", ""originalName"": ""Mosque"", ""latitude"": 6.036301586000036, ""longitude"": 80.24097125400004, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14383,,6.037038695000035,80.21978204900006,Galle,,,medium,needs_review,,,,,,,,"nsdi,osm",14383,way/536904313,"[{""type"": ""nsdi"", ""id"": ""14383"", ""buildingId"": ""9000195"", ""originalName"": null, ""latitude"": 6.037038695000035, ""longitude"": 80.21978204900006, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/536904313"", ""osmLink"": ""https://www.openstreetmap.org/way/536904313"", ""originalName"": null, ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.0358784, ""longitude"": 80.2200472, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14392,,6.037962217000029,80.20944250800005,Galle,,,low,unverified,,,,,,,,nsdi,14392,,"[{""type"": ""nsdi"", ""id"": ""14392"", ""buildingId"": ""9000596"", ""originalName"": ""Mosque"", ""latitude"": 6.037962217000029, ""longitude"": 80.20944250800005, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14394,Muhiyaddeen Jumma Masjid,6.038091411000039,80.22353353900007,Galle,,,high,needs_review,,,,,,,,"nsdi,osm",14394,way/137292932,"[{""type"": ""nsdi"", ""id"": ""14394"", ""buildingId"": ""9000625"", ""originalName"": ""Mosque"", ""latitude"": 6.038091411000039, ""longitude"": 80.22353353900007, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/137292932"", ""osmLink"": ""https://www.openstreetmap.org/way/137292932"", ""originalName"": ""Muhiyaddeen Jumma Masjid"", ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.0384394, ""longitude"": 80.2234987, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14411,Thakkiya Mosque,6.041410362000022,80.20554282300003,Galle,,,low,unverified,,,,,,,,nsdi,14411,,"[{""type"": ""nsdi"", ""id"": ""14411"", ""buildingId"": ""9000660"", ""originalName"": ""Thakkiya Mosque"", ""latitude"": 6.041410362000022, ""longitude"": 80.20554282300003, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14420,Nabaviyya Taikka,6.0434239640000555,80.22467387400008,Galle,,,medium,needs_review,,,,,,,,"nsdi,osm",14420,way/137293026,"[{""type"": ""nsdi"", ""id"": ""14420"", ""buildingId"": ""9000603"", ""originalName"": ""Mosque"", ""latitude"": 6.0434239640000555, ""longitude"": 80.22467387400008, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/137293026"", ""osmLink"": ""https://www.openstreetmap.org/way/137293026"", ""originalName"": ""Nabaviyya Taikka"", ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.0408725, ""longitude"": 80.2241144, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14424,,6.044553686000029,80.22013685100006,Galle,,,high,needs_review,,,,,,,,"nsdi,osm",14424,node/84048511,"[{""type"": ""nsdi"", ""id"": ""14424"", ""buildingId"": ""9000567"", ""originalName"": ""Mosque"", ""latitude"": 6.044553686000029, ""longitude"": 80.22013685100006, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""node/84048511"", ""osmLink"": ""https://www.openstreetmap.org/node/84048511"", ""originalName"": null, ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.044276, ""longitude"": 80.2204785, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14428,,6.045660748000046,80.22219596000008,Galle,,,high,needs_review,,,,,,,,"nsdi,osm",14428,way/543750078,"[{""type"": ""nsdi"", ""id"": ""14428"", ""buildingId"": ""9000569"", ""originalName"": ""Mosque"", ""latitude"": 6.045660748000046, ""longitude"": 80.22219596000008, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/543750078"", ""osmLink"": ""https://www.openstreetmap.org/way/543750078"", ""originalName"": null, ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.0452741, ""longitude"": 80.2224573, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14432,,6.046236234000048,80.22454979300005,Galle,,,low,unverified,,,,,,,,nsdi,14432,,"[{""type"": ""nsdi"", ""id"": ""14432"", ""buildingId"": ""9000570"", ""originalName"": ""Mosque"", ""latitude"": 6.046236234000048, ""longitude"": 80.22454979300005, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14458,Haliwala Jumma Masjid,6.052116319000049,80.23869637900003,Galle,,,high,needs_review,,,,,,,,"nsdi,osm",14458,way/563264106,"[{""type"": ""nsdi"", ""id"": ""14458"", ""buildingId"": ""9000266"", ""originalName"": null, ""latitude"": 6.052116319000049, ""longitude"": 80.23869637900003, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/563264106"", ""osmLink"": ""https://www.openstreetmap.org/way/563264106"", ""originalName"": ""Haliwala Jumma Masjid"", ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.0520286, ""longitude"": 80.2385609, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14501,,6.06369139100002,80.77690406900007,Hambantota,,,low,unverified,,,,,,,,nsdi,14501,,"[{""type"": ""nsdi"", ""id"": ""14501"", ""buildingId"": ""9200024"", ""originalName"": ""Mosque"", ""latitude"": 6.06369139100002, ""longitude"": 80.77690406900007, ""district"": ""Hambantota"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14523,,6.068353307000052,80.21497172200003,Galle,,,high,needs_review,,,,,,,,"nsdi,osm",14523,way/566860185,"[{""type"": ""nsdi"", ""id"": ""14523"", ""buildingId"": ""9000097"", ""originalName"": null, ""latitude"": 6.068353307000052, ""longitude"": 80.21497172200003, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/566860185"", ""osmLink"": ""https://www.openstreetmap.org/way/566860185"", ""originalName"": null, ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.0687965, ""longitude"": 80.2147383, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14694,PORWAI JUMMAH MOSQUE,6.1237136480000345,80.48443800100006,Matara,,,high,needs_review,,,,,,,"A low-confidence DMRCA candidate exists (registrationNo=R/0356/MR/11, name='PORWAI MOHIDEEN MOSQUE', score=84.8) — not linked, needs manual review.","nsdi,osm",14694,way/1039251924,"[{""type"": ""nsdi"", ""id"": ""14694"", ""buildingId"": ""8701705"", ""originalName"": ""Porwai Muhiyaddeen Jummah Mosque"", ""latitude"": 6.1237136480000345, ""longitude"": 80.48443800100006, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/1039251924"", ""osmLink"": ""https://www.openstreetmap.org/way/1039251924"", ""originalName"": ""PORWAI JUMMAH MOSQUE"", ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.1236478, ""longitude"": 80.4843498, ""addrCity"": null, ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
nsdi-14698,,6.125145463000024,81.12229550000006,Hambantota,,,low,unverified,,,,,,,,nsdi,14698,,"[{""type"": ""nsdi"", ""id"": ""14698"", ""buildingId"": ""8800312"", ""originalName"": ""Mosque"", ""latitude"": 6.125145463000024, ""longitude"": 81.12229550000006, ""district"": ""Hambantota"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14736,MASJIDUN NOOR JUMMA MOSQUE,6.140826430000061,81.12358633000008,Hambantota,CIPPIKULAM,R/1128/H/17,high,needs_review,,,,,,,,"dmrca,nsdi",14736,,"[{""type"": ""nsdi"", ""id"": ""14736"", ""buildingId"": ""8800020"", ""originalName"": ""Masjid Al Noor"", ""latitude"": 6.140826430000061, ""longitude"": 81.12358633000008, ""district"": ""Hambantota"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""dmrca"", ""id"": ""R/1128/H/17"", ""originalName"": ""MASJIDUN NOOR JUMMA MOSQUE"", ""address"": ""CIPPIKULAM"", ""city"": ""HAMBANTOTA"", ""district"": ""Hambantota"", ""mosqueType"": ""JM"", ""sourcePdf"": ""hambantota__HAMBANTOTA-DISTRICT.pdf"", ""sourcePdfUrl"": ""https://muslimaffairs.gov.lk/wp-content/uploads/2023/12/HAMBANTOTA-DISTRICT.pdf"", ""note"": ""Department of Muslim Religious and Cultural Affairs Registered Mosque List.""}]"
nsdi-14952,,6.215748461000032,81.33463261400004,Hambantota,,,low,unverified,,,,,,,,nsdi,14952,,"[{""type"": ""nsdi"", ""id"": ""14952"", ""buildingId"": ""8903471"", ""originalName"": ""Mosque"", ""latitude"": 6.215748461000032, ""longitude"": 81.33463261400004, ""district"": ""Hambantota"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-14968,,6.220816306000074,81.33380803700004,Hambantota,,,low,unverified,,,,,,,,nsdi,14968,,"[{""type"": ""nsdi"", ""id"": ""14968"", ""buildingId"": ""8903480"", ""originalName"": ""Mosque"", ""latitude"": 6.220816306000074, ""longitude"": 81.33380803700004, ""district"": ""Hambantota"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-15038,,6.2506529540000315,81.16035310100006,Hambantota,,,low,unverified,,,,,,,,nsdi,15038,,"[{""type"": ""nsdi"", ""id"": ""15038"", ""buildingId"": ""8903257"", ""originalName"": ""Mosque"", ""latitude"": 6.2506529540000315, ""longitude"": 81.16035310100006, ""district"": ""Hambantota"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-15063,,6.25740120200004,81.20623681700005,Hambantota,,,low,unverified,,,,,,,,nsdi,15063,,"[{""type"": ""nsdi"", ""id"": ""15063"", ""buildingId"": ""8902980"", ""originalName"": ""Mosque"", ""latitude"": 6.25740120200004, ""longitude"": 81.20623681700005, ""district"": ""Hambantota"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-15140,Jumma Musjid,6.282708702000036,80.04040326100005,Galle,,,low,needs_review,,,,,,,"An ambiguous OSM candidate exists (way/287079524, name='Balapitiya Mosque', 36.4m away) — Nearest OSM mosque is 36m away, but its name ('Balapitiya Mosque') doesn't resemble the NSDI name ('Jumma Musjid') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review.",nsdi,15140,,"[{""type"": ""nsdi"", ""id"": ""15140"", ""buildingId"": ""8500024"", ""originalName"": ""Jumma Musjid"", ""latitude"": 6.282708702000036, ""longitude"": 80.04040326100005, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-15428,,6.379725228000041,80.55268926900004,Matara,,,low,unverified,,,,,,,,nsdi,15428,,"[{""type"": ""nsdi"", ""id"": ""15428"", ""buildingId"": ""8100304"", ""originalName"": null, ""latitude"": 6.379725228000041, ""longitude"": 80.55268926900004, ""district"": ""Matara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-15497,Jumma Musjid Mosque,6.409333272000026,80.05144965500006,Galle,,,low,unverified,,,,,,,,nsdi,15497,,"[{""type"": ""nsdi"", ""id"": ""15497"", ""buildingId"": ""8000292"", ""originalName"": ""Jumma Musjid Mosque"", ""latitude"": 6.409333272000026, ""longitude"": 80.05144965500006, ""district"": ""Galle"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-15556,,6.435625481000045,80.01790098000004,Kalutara,,,low,unverified,,,,,,,,nsdi,15556,,"[{""type"": ""nsdi"", ""id"": ""15556"", ""buildingId"": ""7900198"", ""originalName"": null, ""latitude"": 6.435625481000045, ""longitude"": 80.01790098000004, ""district"": ""Kalutara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-15566,,6.43814162700005,80.00225169200007,Kalutara,,,low,unverified,,,,,,,,nsdi,15566,,"[{""type"": ""nsdi"", ""id"": ""15566"", ""buildingId"": ""7900192"", ""originalName"": null, ""latitude"": 6.43814162700005, ""longitude"": 80.00225169200007, ""district"": ""Kalutara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}]"
nsdi-15570,Grand Mosque - Muhiyaddeen Jummah Masjid,6.438787062000074,80.00418867700006,Kalutara,,,high,needs_review,,,,,,,,"nsdi,osm",15570,way/147409283,"[{""type"": ""nsdi"", ""id"": ""15570"", ""buildingId"": ""7900191"", ""originalName"": null, ""latitude"": 6.438787062000074, ""longitude"": 80.00418867700006, ""district"": ""Kalutara"", ""note"": ""Sri Lanka NSDI 'Place of Worship' layer, ground-surveyed point geometry.""}, {""type"": ""osm"", ""id"": ""way/147409283"", ""osmLink"": ""https://www.openstreetmap.org/way/147409283"", ""originalName"": ""Grand Mosque - Muhiyaddeen Jummah Masjid"", ""nameTa"": null, ""nameSi"": null, ""latitude"": 6.4388364, ""longitude"": 80.0041801, ""addrCity"": ""Dharga Town"", ""addrStreet"": null, ""sourceQuery"": ""religion=muslim"", ""note"": ""OpenStreetMap, ODbL-licensed (© OpenStreetMap contributors).""}]"
