priorityRank,reviewType,priorityReason,id,name,district,address,dmrcaRegistrationNo,latitude,longitude,confidence,notes
252,quick_confirm,"2 source(s) (nsdi,osm), medium confidence — corroborated, ready for a quick manual confirm.",nsdi-27259,Abubakkar Jumma Masjid,Jaffna,,,9.680343572000027,80.00478689000005,medium,
253,quick_confirm,"2 source(s) (nsdi,osm), medium confidence — corroborated, ready for a quick manual confirm.",nsdi-28337,"Al Masjidus Sook, Kal-Eliya",Gampaha,,,7.195629913000062,80.11196382700007,medium,
254,quick_confirm,"2 source(s) (nsdi,dmrca), medium confidence — corroborated, ready for a quick manual confirm.",nsdi-28423,AL - MASJIDUL RAWLA JUMMA MOSQUE,Gampaha,"MOSQUE ROAD, KALAGEDIHENA",R/34/GM.02,7.118001681000067,80.07779700300006,medium,
255,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-14054,Mohadeen Jumma Mosque,Matara,,,5.946284457000047,80.55238879200004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0404/MR/15, name='MOHIDEEN JUMMA MOSQUE', score=87.5) — not linked, needs manual review."
256,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-14061,Sindar Shake Madar Mosque,Matara,,,5.947822441000028,80.54239378600005,low,"An ambiguous OSM candidate exists (way/497169972, name='Meerah Jumma Masjid', 148.0m away) — Nearest OSM mosque is 148m away, but its name ('Meerah Jumma Masjid') doesn't resemble the NSDI name ('Sindar Shake Madar Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
257,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-14149,Mohideen Jumma Musdeen Mosque,Matara,,,5.971547075000046,80.69638432500005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0275/MR/06, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
258,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-14212,Hasan Hsseiyan Mosque,Matara,,,5.989142697000034,80.44371525400004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0488/MR/18, name='HASSAN HUSSAIN MOSQUE', score=78.6) — not linked, needs manual review."
259,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-15140,Jumma Musjid,Galle,,,6.282708702000036,80.04040326100005,low,"An ambiguous OSM candidate exists (way/287079524, name='Balapitiya Mosque', 36.4m away) — Nearest OSM mosque is 36m away, but its name ('Balapitiya Mosque') doesn't resemble the NSDI name ('Jumma Musjid') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
260,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-15977,Al Masjidul Fasiyathush Shazuliyah,Kalutara,,,6.563233036000042,79.96880248300005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/832/KL.43, name='ZAVIATHUL FASIYATHUL SHATHULIYA', score=83.7) — not linked, needs manual review."
261,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-15996,Bamahrath Mujahdhamiya Mosque,Kalutara,,,6.570174941000062,79.96724606300006,low,"An ambiguous OSM candidate exists (way/1035496154, name='Nakshabandiya masjid', 28.5m away) — Nearest OSM mosque is 29m away, but its name ('Nakshabandiya masjid') doesn't resemble the NSDI name ('Bamahrath Mujahdhamiya Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
262,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-15997,Muhiyadeen Jumma Masjid,Kalutara,,,6.570365688000038,79.96513764400004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1219/KL.64, name='MOHIDEEN JUMMA MOSQUE', score=77.8) — not linked, needs manual review.; An ambiguous OSM candidate exists (node/1822758906, name='Kalutara Mosque', 10.9m away) — Nearest OSM mosque is 11m away, but its name ('Kalutara Mosque') doesn't resemble the NSDI name ('Muhiyadeen Jumma Masjid') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
263,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-16003,Alaviyathul Qadiriya Thakkiya,Kalutara,,,6.571760709000046,79.96967265300003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/468/KL.29, name='KADIRIYA THAKKIYA ALIAS ALAVIA THAKKIYA', score=73.2) — not linked, needs manual review."
264,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-16160,Mohideen Jumma Mosque,Ratnapura,,,6.60908108600006,80.62746846900006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/01/R/01, name='DAFTER ZAILANI MOHIDEEN MOSQUE', score=100.0) — not linked, needs manual review."
265,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-16366,Masjidul Noor Mosque,Ratnapura,,,6.6580956440000705,80.69934878400005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/370/R.11, name='MASJIDUN NOOR', score=100.0) — not linked, needs manual review."
266,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-16502,Chishtiya,Kalutara,,,6.690953911000065,79.99356598300005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1861/KL/80, name='JISTHIYA MOSQUE', score=70.6) — not linked, needs manual review."
267,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-16540,Masjidun Noor,Kalutara,,,6.699310542000035,79.99360509500008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1066/KL.52, name='MASJIDUN NOOR', score=100.0) — not linked, needs manual review.; An ambiguous OSM candidate exists (way/1188664928, name='Masjidun NoorJummah Masjidh', 91.0m away) — Nearest OSM mosque is 91m away, but its name ('Masjidun NoorJummah Masjidh') doesn't resemble the NSDI name ('Masjidun Noor') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
268,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-16550,Nakshabandiya,Kalutara,,,6.701192253000045,79.99664228200004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/07/KL.02, name='MAJLISUN NAKSHABANDIYA THAKKIYA', score=100.0) — not linked, needs manual review."
269,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-16770,"Al Musjid Jamiul Khairath,Ambalandoowa",Kalutara,,,6.737887324000042,79.91764959900007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/159/KL.12, name='JAMIUL KHAIRATH AMBALANDUWA JUMMA MOSQUE', score=83.9) — not linked, needs manual review."
270,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-16822,Jisthia Mosque,Kalutara,,,6.746812314000067,79.90105288500007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1219/KL.62, name='JISTHIYA THAKKIYA', score=93.3) — not linked, needs manual review."
271,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-16829,Masjidul Ummy Henamulla,Kalutara,,,6.748421978000067,79.89666846700004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/261/KL.19, name='HENAMULLA JISTHIYA MOSQUE', score=78.3) — not linked, needs manual review.; An ambiguous OSM candidate exists (node/6615733831, name='Dheeniya masjid مسجد', 284.8m away) — Nearest OSM mosque is 285m away, but its name ('Dheeniya masjid مسجد') doesn't resemble the NSDI name ('Masjidul Ummy Henamulla') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
272,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-17504,Mohideen Masjeed Mosque,Ratnapura,,,6.836674766000044,80.27656145300006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/42/R/02, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review.; An ambiguous OSM candidate exists (node/10559799888, name='Baduwaththa Muhiyadeen Jumma Masjid', 11.8m away) — Partial name match (53/100) at 12m, contested by a nearby alternative. Not linked, needs manual review."
273,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-17902,Al Nooraniya Mosque,Ampara,,,6.872843123000052,81.83462812600004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0922/AM/41, name='NOORANIYA GRAND JUMMA MOSQUE', score=100.0) — not linked, needs manual review.; An ambiguous OSM candidate exists (way/776884479, name='None', 271.1m away) — Closest OSM candidate is 271m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
274,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-18494,,Colombo,,,6.924465139000063,79.85133327400007,low,"An ambiguous OSM candidate exists (node/678259136, name='Masjidul Akbar Jumma Mosque Slave Island', 192.7m away) — Closest OSM candidate is 193m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
275,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-18565,Muhiyadeen Jumma Mosque,Colombo,,,6.930161960000021,79.87105512100004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/101/C.23, name='MASJID MUHIYADEEN THAKKIYA', score=100.0) — not linked, needs manual review."
276,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-18657,Mirania Jumma Masjid,Colombo,,,6.935341966000067,79.88101264000005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/782/C.65, name='MEERANIYA JUMMA MASJID', score=75.0) — not linked, needs manual review."
277,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-18828,Mohideen Jumma Mosque,Colombo,,,6.946083798000075,79.86072074400005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/744/C.63, name='BAMBALAPITIYA MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
278,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-18839,Masjidul Umar Jumma Mosque,Colombo,,,6.9468823240000575,79.87715262800003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2006/C/18 7, name='MASJIDH UMAR', score=100.0) — not linked, needs manual review."
279,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-18855,Mohideen Jumma Mosque,Colombo,,,6.9479056350000405,79.87210224500006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2153/C/21 0, name='MOHIDEEN MASJID', score=100.0) — not linked, needs manual review."
280,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-18873,Madurazuthal Al Noor Mosque,Colombo,,,6.949518811000075,79.88134836700004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/987/C.94, name='MASJIDUN NOOR JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
281,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-18910,Al Falah Jumma Mosque,Colombo,,,6.95170041800003,79.87194598000008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1606/C.161, name='MASJIDHUL FALAH JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
282,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-19201,Masjidun Noor Jumma Mosque,Gampaha,,,6.978315296000062,79.94163027500008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/496/GM.12, name='MASJIDUN NOOR JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
283,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-20786,Masjidul Huda Mosque Maliyadda,Kegalle,,,7.2286221230000365,80.45946800400003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0454/KD/35, name='MASJIDUL HUDA JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
284,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-20809,"Jummah Mosque, Paddiyadipitti",Ampara,,,7.230078886000058,81.82001922700005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0664/AM/15, name='PATTIYADIPITTY JUMMA MOSQUE', score=78.6) — not linked, needs manual review."
285,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-20841,,Ampara,,,7.234574090000024,81.85222366600004,low,"An ambiguous OSM candidate exists (way/1264135236, name='Thaikkanagar Jumma Mosque', 262.3m away) — Closest OSM candidate is 262m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
286,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-20919,Maduratul Latifiya Mosque,Kegalle,,,7.243873483000073,80.45053091800008,low,"An ambiguous OSM candidate exists (node/5623934581, name='Keraminiya mosque', 184.9m away) — Nearest OSM mosque is 185m away, but its name ('Keraminiya mosque') doesn't resemble the NSDI name ('Maduratul Latifiya Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
287,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-20946,Masjunul Jumma Mosque,Kegalle,,,7.248330515000021,80.44642563900004,low,"An ambiguous OSM candidate exists (node/10068712240, name='An-Noor mosque', 10.2m away) — Nearest OSM mosque is 10m away, but its name ('An-Noor mosque') doesn't resemble the NSDI name ('Masjunul Jumma Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
288,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-20985,Masjidul Huda Mosque,Kandy,,,7.252598614000021,80.53018734000005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/73/K/11, name='AL MADRASATHUL MANARUL HUDA THAKKIYA', score=100.0) — not linked, needs manual review."
289,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21009,Jabas Mosque,Kandy,,,7.255110307000052,80.52647950700003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2539/K/295, name='Masjidul Jabal Thakkiya', score=80.0) — not linked, needs manual review."
290,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21015,Masthu Ramalan Mosque,Kandy,,,7.255496477000065,80.53128255800004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1841/K.173, name='MASDUR RAHMAN', score=74.1) — not linked, needs manual review."
291,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21105,Alrahuman Mosque,Kegalle,,,7.265939613000057,80.45145494200005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2541/KD/119, name='MASJIDUL RAHMAN JUMMA MOSQUE', score=80.0) — not linked, needs manual review."
292,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21145,Al-Mathrasathul Iqbal Mosque,Ampara,,,7.2696925340000575,81.85084560600006,low,"An ambiguous OSM candidate exists (node/3314164004, name='Masjid Ul Rauff', 47.2m away) — Nearest OSM mosque is 47m away, but its name ('Masjid Ul Rauff') doesn't resemble the NSDI name ('Al-Mathrasathul Iqbal Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
293,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21371,AL Madrasathul Ilahiyya,Ampara,,,7.2908439110000245,81.85883654500003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1206/AM/85, name='MADRASATHUL FAKRIYA MOSQUE', score=82.1) — not linked, needs manual review.; An ambiguous OSM candidate exists (way/1497575017, name='school pray center', 221.7m away) — Nearest OSM mosque is 222m away, but its name ('school pray center') doesn't resemble the NSDI name ('AL Madrasathul Ilahiyya') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
294,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21437,Meerakkam Mosque,Kandy,,,7.298382395000033,80.63520149700008,low,"An ambiguous OSM candidate exists (way/1167973230, name='Meera Maccam Jummah Masjid', 0.9m away) — Nearest OSM mosque is 1m away, but its name ('Meera Maccam Jummah Masjid') doesn't resemble the NSDI name ('Meerakkam Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
295,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21479,"Al-Falah Mosque, Nainakadu",Ampara,,,7.301515066000036,81.77379970700008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1099/AM/63, name='MASJIDUL FALAH', score=100.0) — not linked, needs manual review."
296,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21820,"Masjithul Falah, Nintavur",Ampara,,,7.347417618000065,81.85275233800007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/0318/AM/03, name='NINTAVUR JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
297,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21869,Mohideen Jumma Mosque,Kandy,,,7.355914959000074,80.78965078900006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/14/K/01, name='KATUGASTOTA MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
298,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21932,,Kandy,,,7.365053837000062,80.62151105100008,low,"An ambiguous OSM candidate exists (node/13575435498, name='Azhariya jumma masid', 215.1m away) — Closest OSM candidate is 215m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
299,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21933,,Kandy,,,7.365053837000062,80.62151105100008,low,"An ambiguous OSM candidate exists (way/1480031445, name='None', 215.5m away) — Closest OSM candidate is 215m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
300,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-21946,Masjidul Higariyah Mosque,Kurunegala,,,7.366168844000072,80.14877329200004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/392/KU.47, name='MASJIDUL KHAIRIYA JUMMA MOSQUE', score=70.6) — not linked, needs manual review."
301,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22107,,Ampara,,,7.387372067000058,81.84569129700003,low,"An ambiguous OSM candidate exists (node/3318026006, name='Al Zareef Mosque', 294.3m away) — Closest OSM candidate is 294m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
302,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22186,,Ampara,,,7.399717750000036,81.83277871500007,low,"An ambiguous OSM candidate exists (way/1551102472, name='None', 293.8m away) — Closest OSM candidate is 294m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
303,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22206,Masjin Rahmaniya Mosque,Kurunegala,,,7.402381695000031,80.13031981100005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/224/KU.24, name='AL MASJIDUL RAHMANIYA JUMMA MASJID', score=100.0) — not linked, needs manual review."
304,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22253,Madrasathul Hameed Mosque,Matale,,,7.409739543000057,80.64942645300005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2186/MT 55, name='MADRASATHUL JABAL MASJID', score=78.6) — not linked, needs manual review."
305,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22323,Al-Masjidh Smail Masque,Kandy,,,7.418056275000026,80.56240556900008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2086/K/193, name='MASJIDHUL HUDA JUMMAH MASJIDH', score=73.7) — not linked, needs manual review."
306,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22326,Masjidul Akbar Jumma Mosque,Matale,,,7.418349572000068,80.64217394300005,low,"An ambiguous OSM candidate exists (way/1167295615, name='Maberiya Jummah Masjidh', 7.1m away) — Nearest OSM mosque is 7m away, but its name ('Maberiya Jummah Masjidh') doesn't resemble the NSDI name ('Masjidul Akbar Jumma Mosque') — possible name conflict / two distinct nearby mosques. Not linked, needs manual review."
307,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22439,Nooraniya Grand Jummah Mosque,Ampara,,,7.430987456000025,81.74688970800008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1036/AM/47, name='AL - MASJIDUL NOORANIYA', score=100.0) — not linked, needs manual review."
308,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22446,Masjidul Huda Mosque,Matale,,,7.432920314000057,80.61965423600003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/226/MT 09, name='MASJIDUL HUDA', score=100.0) — not linked, needs manual review."
309,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22497,Masjidun Noor Mosque,Matale,,,7.439834749000056,80.62885106000004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1138/MT 36, name='AL - MASJIDUN NOOR JUMMA MOSOQUE', score=100.0) — not linked, needs manual review."
310,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-22845,Masjidhul Jallullah Jumma Mosque,Kurunegala,,,7.491532307000057,80.19084549000007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/475/KU.56, name='MASJIDUL JELLALULLAH', score=80.0) — not linked, needs manual review."
311,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-23044,Muslim Palliya,Kurunegala,,,7.5297273660000315,80.11511635100004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/322/KU.37, name='MUSLIM THAKKIYA MASJID', score=100.0) — not linked, needs manual review."
312,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-23448,Masiidul Haira Mosque,Kurunegala,,,7.620525051000072,80.16426399400007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1272/KU.120, name='AL MASJIDU IRSHAD', score=71.4) — not linked, needs manual review."
313,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-23553,Mohideen Masjeed Mosque,Kurunegala,,,7.642654033000042,80.48902179400005,low,"A low-confidence DMRCA candidate exists (registrationNo=R/107/KU.10, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
314,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-23583,Matharasathul Rahumaniya Arabic School,Kurunegala,,,7.6512338650000515,80.50282711000006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/123/KU.15, name='MASJIDUL RAHUMANIYA', score=100.0) — not linked, needs manual review."
315,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-23597,Masjinnoor Mosque,Kurunegala,,,7.655763197000056,80.38165324100004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/2043/KU 174, name='MASJIDHUN NOOR', score=83.3) — not linked, needs manual review."
316,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24064,Masjidul Hudha Jumma Mosque,Matale,,,7.7552856540000334,80.56689042900007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1516/MT 43, name='MASJIDUL HUDA MOSQUE', score=88.9) — not linked, needs manual review."
317,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24096,Al-Masjidun Noor Jumma Mosque,Matale,,,7.762965301000065,80.60060167300009,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1683/MT 46, name='AL MASJIDUN NOOR JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
318,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24145,Rahumania Mosque,Matale,,,7.777090208000061,80.55516349500004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1964/MT 50, name='MASJIDUR RAHMA', score=71.4) — not linked, needs manual review."
319,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24565,,Batticaloa,,,7.92411125700005,81.52851289300008,low,"An ambiguous OSM candidate exists (way/386099600, name='Aaysha Masjid, Valaichcenai', 170.7m away) — Closest OSM candidate is 171m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
320,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24628,Mohideen Thakkiya Mosque,Puttalam,,,7.954342039000039,79.80365529600004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/09/P.01, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
321,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24630,Pattani Sahib Jumma Mosque,Puttalam,,,7.954879378000044,79.80831433300006,low,"A low-confidence DMRCA candidate exists (registrationNo=R/213/P.23, name='PATTANI SAHIB DHARGA MOSQUE', score=100.0) — not linked, needs manual review."
322,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24677,Masjidal Mur Mosque,Anuradhapura,,,7.975192722000031,80.52884075600008,low,"A low-confidence DMRCA candidate exists (registrationNo=R/1572/A.100, name='MAJIDUL MUNAWARA', score=71.4) — not linked, needs manual review."
323,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24695,Mohideen jumma mosque,Polonnaruwa,,,7.9814319870000645,81.09588231600003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/253/PL.02, name='MOHIDEEN MOSQUE', score=100.0) — not linked, needs manual review."
324,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24749,,Kurunegala,,,8.00504821800007,80.25269056200005,low,"An ambiguous OSM candidate exists (way/757755330, name='None', 158.3m away) — Closest OSM candidate is 158m away, contested by another nearby candidate, no name signal. Not linked, needs manual review."
325,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24770,MOHIDEEN JUMMA MOSQUE,Polonnaruwa,,,8.018101354000066,80.96067926500007,low,"A low-confidence DMRCA candidate exists (registrationNo=R/703/PL.10, name='MOHIDEEN MOSQUE', score=100.0) — not linked, needs manual review."
326,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-24893,Mohideen Jumma Mosque,Anuradhapura,,,8.064001511000072,80.48509708200004,low,"A low-confidence DMRCA candidate exists (registrationNo=R/218/A.05, name='MOHIDEEN JUMMA MOSQUE', score=100.0) — not linked, needs manual review."
327,conflict_to_resolve,"1 source(s) (nsdi), low confidence — has an unresolved candidate to adjudicate.",nsdi-25066,Mujahideen Jumma Mosque,Puttalam,,,8.143740430000037,79.71839145900003,low,"A low-confidence DMRCA candidate exists (registrationNo=R/079/P.08, name='MUHIYIDEEN JUMMA MOSQUE', score=80.0) — not linked, needs manual review."
